trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
547,False,"{'a': 0.15, 'e': 0.0036871767302827513}",25,16,14.242018954554158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.15, 'e': 0.0036503049629799237}",25,15,19.403407425236608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.15, 'e': 0.0036138019133501245}",20,6,27.91574800273873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.15, 'e': 0.003577663894216623}",20,4,33.57661208336946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.15, 'e': 0.003541887255274457}",20,3,30.447443248910382,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.15, 'e': 0.0035064683827217124}",20,6,24.931527363788575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.15, 'e': 0.0034714036988944953}",25,7,31.510551377830343,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.15, 'e': 0.0034366896619055505}",30,8,40.12886168598573,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.15, 'e': 0.003402322765286495}",30,21,14.818504790390378,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.15, 'e': 0.00336829953763363}",30,10,36.85278367887695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.15, 'e': 0.0033346165422572936}",20,0,32.158625883174686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.15, 'e': 0.003301270376834721}",20,16,7.0355202898670335,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.15, 'e': 0.0032682576730663736}",35,23,23.90214917656263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.15, 'e': 0.00323557509633571}",20,14,13.329992970815523,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.15, 'e': 0.003203219345372353}",35,20,22.84583083263439,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.15, 'e': 0.0031711871519186294}",20,7,23.19349701844404,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.15, 'e': 0.003139475280399443}",20,8,26.290428504405664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.15, 'e': 0.0031080805275954483}",20,12,14.062634849630106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.15, 'e': 0.0030769997223194937}",30,18,23.863998606658384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.15, 'e': 0.0030462297250962987}",25,12,25.416950859023817,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.15, 'e': 0.0030157674278453355}",25,11,28.135513060132524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.15, 'e': 0.0029856097535668823}",35,16,36.48863655371368,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.15, 'e': 0.0029557536560312135}",20,12,14.784848628855993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.15, 'e': 0.0029261961194709013}",25,15,22.693978841523283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.15, 'e': 0.0028969341582761924}",20,12,13.630549997168295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.15, 'e': 0.0028679648166934305}",25,4,34.57130101243735,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.15, 'e': 0.002839285168526496}",20,10,18.202282677017365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.15, 'e': 0.002810892316841231}",25,15,19.16038514106044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.15, 'e': 0.0027827833936728188}",20,11,16.95748521121525,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.15, 'e': 0.0027549555597360907}",20,15,6.640344583590146,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.15, 'e': 0.0027274060041387297}",20,3,26.428857575635863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.15, 'e': 0.002700131944097342}",20,14,12.933012605077527,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.15, 'e': 0.002673130624656369}",20,8,26.166616436617176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.15, 'e': 0.0026463993184098053}",20,8,25.967719097724864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.15, 'e': 0.0026199353252257074}",20,12,13.702016614630107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.15, 'e': 0.0025937359719734503}",25,13,22.91963760038147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.15, 'e': 0.0025677986122537157}",20,0,25.264180855503543,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.15, 'e': 0.0025421206261311783}",20,7,19.23797747935215,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.15, 'e': 0.0025166994198698666}",25,4,35.510425821076836,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.15, 'e': 0.002491532425671168}",20,10,17.31635141000884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.15, 'e': 0.002466617101414456}",20,16,9.731513546596156,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.15, 'e': 0.0024419509304003115}",25,12,21.85223405292401,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.15, 'e': 0.0024175314210963085}",20,8,21.69080058200408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.15, 'e': 0.0023933561068853453}",20,16,7.816550003164826,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.15, 'e': 0.0023694225458164918}",25,15,20.103176104830048,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.15, 'e': 0.0023457283203583267}",20,8,22.76973837852359,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.15, 'e': 0.0023222710371547436}",25,19,13.238201226298903,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.15, 'e': 0.002299048326783196}",25,13,22.076873066976717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.15, 'e': 0.002276057843515364}",25,17,15.172865436588555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.15, 'e': 0.0022532972650802104}",25,17,15.651108888769487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.15, 'e': 0.0022307642924294085}",20,8,24.88236689367183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.15, 'e': 0.0022084566495051143}",25,10,29.16999905269466,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.15, 'e': 0.002186372083010063}",35,23,24.56463159745284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.15, 'e': 0.0021645083621799626}",30,16,26.01722834337465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.15, 'e': 0.0021428632785581627}",25,11,28.409092637730097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.15, 'e': 0.002121434645772581}",25,14,19.68930835374575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.15, 'e': 0.0021002202993148553}",20,16,10.663769920569054,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.15, 'e': 0.0020792180963217066}",20,13,14.886545190863988,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.15, 'e': 0.0020584259153584895}",30,20,16.872059853098683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.15, 'e': 0.0020378416562049045}",35,18,34.02662967583221,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.15, 'e': 0.0020174632396428556}",25,14,16.05192410355637,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.15, 'e': 0.001997288607246427}",25,19,12.730165487506719,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.15, 'e': 0.001977315721173963}",30,22,14.167586569471197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.15, 'e': 0.0019575425639622233}",30,22,16.214851178021874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.15, 'e': 0.001937967138322601}",30,0,40.93820094802461,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
612,False,"{'a': 0.15, 'e': 0.001918587466939375}",25,15,22.133661076580047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.15, 'e': 0.0018994015922699813}",20,0,33.9621628136945,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
614,False,"{'a': 0.15, 'e': 0.0018804075763472815}",25,0,37.84572509089646,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.15, 'e': 0.0018616035005838086}",20,11,16.999149418085743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.15, 'e': 0.0018429874655779706}",20,5,23.40178791727148,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.15, 'e': 0.0018245575909221908}",30,19,20.350975752965084,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.15, 'e': 0.001806312015012969}",25,20,9.577527061466803,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.15, 'e': 0.0017882488948628393}",20,8,23.165976080217302,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.15, 'e': 0.0017703664059142109}",30,0,44.585533811530674,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.15, 'e': 0.0017526627418550688}",30,16,24.465570242207683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.15, 'e': 0.0017351361144365182}",20,10,18.25579531156143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.15, 'e': 0.001717784753292153}",20,14,10.140930968177859,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.15, 'e': 0.0017006069057592314}",25,11,28.15302993909654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.15, 'e': 0.0016836008367016391}",20,3,33.65599955401724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.15, 'e': 0.0016667648283346227}",25,8,30.77476792371346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.15, 'e': 0.0016500971800512765}",25,17,16.403283257008994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.15, 'e': 0.0016335962082507638}",25,10,24.74340213530711,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.15, 'e': 0.0016172602461682563}",25,17,12.56286565281016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.15, 'e': 0.0016010876437065737}",30,21,12.455196512268367,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.15, 'e': 0.0015850767672695078}",25,20,8.130662804565185,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.15, 'e': 0.0015692259995968127}",25,8,30.65122997735326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.15, 'e': 0.0015535337396008445}",20,8,21.378237834219473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.15, 'e': 0.0015379984022048361}",20,16,8.23267288496421,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.15, 'e': 0.0015226184181827878}",20,14,10.466270629259043,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.15, 'e': 0.0015073922340009599}",20,8,21.35070185803387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.15, 'e': 0.0014923183116609502}",30,18,24.596475444684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.15, 'e': 0.0014773951285443406}",20,12,16.96176053978799,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.15, 'e': 0.0014626211772588971}",25,11,25.220225273512884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.15, 'e': 0.001447994965486308}",25,14,22.252917246185852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.15, 'e': 0.0014335150158314449}",30,20,20.578962708879562,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.15, 'e': 0.0014191798656731304}",25,15,18.692072040134754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.15, 'e': 0.0014049880670163992}",35,18,32.54089213554721,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.15, 'e': 0.001390938186346235}",30,8,37.050859814048906,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.15, 'e': 0.0013770288044827727}",20,12,15.368039417770234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.15, 'e': 0.001363258516437945}",30,14,30.05334641132624,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.15, 'e': 0.0013496259312735656}",30,23,13.911628742172166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.15, 'e': 0.0013361296719608298}",25,17,16.692217592648355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.15, 'e': 0.0013227683752412215}",25,7,30.797854946672256,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.15, 'e': 0.0013095406914888092}",20,16,6.686257689845178,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.15, 'e': 0.001296445284573921}",25,13,24.966386434122914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.15, 'e': 0.0012834808317281818}",20,10,15.497938116464285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.15, 'e': 0.0012706460234109}",20,10,16.888312417447157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.15, 'e': 0.001257939563176791}",30,21,17.920752614425115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.15, 'e': 0.001245360167545023}",30,23,13.776671681565526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.15, 'e': 0.0012329065658695727}",20,9,23.033615380018972,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.15, 'e': 0.001220577500210877}",25,7,32.16491802279485,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.15, 'e': 0.0012083717252087682}",25,10,25.418706326435565,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.15, 'e': 0.0011962880079566804}",25,16,15.558697067832016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.15, 'e': 0.0011843251278771136}",25,13,26.15546994105227,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.15, 'e': 0.0011724818765983425}",25,18,9.883572877435324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.15, 'e': 0.001160757057832359}",20,6,25.12014235437661,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.15, 'e': 0.0011491494872540354}",20,6,27.763718419963705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.15, 'e': 0.0011376579923814952}",20,9,22.364500607756113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.15, 'e': 0.0011262814124576802}",25,17,16.472108079580938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.15, 'e': 0.0011150185983331035}",25,20,9.661725599114506,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.15, 'e': 0.0011038684123497724}",20,9,21.301896901018445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.15, 'e': 0.0010928297282262747}",20,15,9.32476786582396,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.15, 'e': 0.001081901430944012}",20,11,18.310499763464083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.15, 'e': 0.0010710824166345718}",20,7,22.28353984833491,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.15, 'e': 0.001060371592468226}",30,20,17.90747290339256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.15, 'e': 0.0010497678765435438}",25,11,28.02388168127626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.15, 'e': 0.0010392701977781083}",20,10,18.29359737985492,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.15, 'e': 0.001028877495800327}",20,8,20.63898469238614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.15, 'e': 0.0010185887208423237}",25,16,17.355575738672655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.15, 'e': 0.0010084028336339004}",20,8,26.570362172384204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.15, 'e': 0.0009983188052975615}",20,14,9.192509295280528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.15, 'e': 0.0009883356172445859}",20,13,13.368498939406361,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.15, 'e': 0.00097845226107214}",20,6,27.85696636809935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.15, 'e': 0.0009686677384614185}",20,9,19.79842959113944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.15, 'e': 0.0009589810610768043}",20,12,16.590708376586484,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.15, 'e': 0.0009493912504660363}",20,8,20.138071090650037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.15, 'e': 0.000939897337961376}",20,14,11.891821403660629,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.15, 'e': 0.0009304983645817622}",25,2,33.91242703245989,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.15, 'e': 0.0009211933809359446}",20,12,18.477646831646766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.15, 'e': 0.0009119814471265852}",20,4,23.280139959895312,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.15, 'e': 0.0009028616326553193}",20,10,18.369012460418265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.15, 'e': 0.0008938330163287662}",25,17,16.81517408005454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.15, 'e': 0.0008848946861654785}",25,13,21.01430089907453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.15, 'e': 0.0008760457393038237}",30,21,17.275837264385892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.15, 'e': 0.0008672852819107854}",25,0,36.58107373115567,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
692,False,"{'a': 0.15, 'e': 0.0008586124290916775}",30,16,22.887873483044967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.15, 'e': 0.0008500263048007607}",20,14,12.884711992124627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.15, 'e': 0.0008415260417527532}",30,20,20.749518239687617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.15, 'e': 0.0008331107813352257}",20,13,16.442197228517756,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.15, 'e': 0.0008247796735218733}",20,16,7.403248096703225,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.15, 'e': 0.0008165318767866546}",20,12,14.943631756095758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.15, 'e': 0.000808366558018788}",25,17,18.04076547075042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.15, 'e': 0.0008002828924386002}",20,10,18.82999813325522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.15, 'e': 0.0007922800635142142}",20,10,16.43329646298706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.15, 'e': 0.0007843572628790721}",20,10,21.624156505274737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.15, 'e': 0.0007765136902502814}",20,6,21.581591573634302,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.15, 'e': 0.0007687485533477785}",25,11,25.542424505226215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.15, 'e': 0.0007610610678143007}",30,16,26.298854396351565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.15, 'e': 0.0007534504571361576}",30,13,33.79432689879285,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.15, 'e': 0.000745915952564796}",25,8,30.464658777260087,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.15, 'e': 0.0007384567930391481}",30,20,20.761611574607482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.15, 'e': 0.0007310722251087567}",25,14,17.1308966026038,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.15, 'e': 0.0007237615028576691}",20,10,18.51570221889783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.15, 'e': 0.0007165238878290924}",20,11,15.888507119516797,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.15, 'e': 0.0007093586489508015}",30,8,38.6193470103892,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.15, 'e': 0.0007022650624612935}",20,11,14.421732848166323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.15, 'e': 0.0006952424118366805}",20,8,24.01711998521345,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.15, 'e': 0.0006882899877183137}",35,12,41.28636657810453,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.15, 'e': 0.0006814070878411306}",30,14,28.713885553710444,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.15, 'e': 0.0006745930169627193}",20,11,18.05381470109549,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.15, 'e': 0.0006678470867930921}",20,6,27.6805222136416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.15, 'e': 0.0006611686159251612}",20,16,5.1653860629817805,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.15, 'e': 0.0006545569297659096}",30,17,24.689577607592973,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.15, 'e': 0.0006480113604682505}",20,13,13.10926382502916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.15, 'e': 0.000641531246863568}",20,11,17.841855986380807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.15, 'e': 0.0006351159343949323}",20,14,11.112235556743808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.15, 'e': 0.000628764775050983}",20,0,32.457615705293925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
724,False,"{'a': 0.15, 'e': 0.0006224771273004732}",20,7,22.813536491828305,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.15, 'e': 0.0006162523560274684}",35,15,37.30194469563878,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.15, 'e': 0.0006100898324671938}",25,10,25.535821327187627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.15, 'e': 0.0006039889341425219}",20,13,11.491065248594014,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.15, 'e': 0.0005979490448010966}",25,6,34.39317522253755,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.15, 'e': 0.0005919695543530856}",20,12,16.195678132876388,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.15, 'e': 0.0005860498588095548}",30,22,16.21575152510416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
